Ubigeo,Departamento provincia y distrito,2018,2019,2020
140104,ET�N PUERTO,2396,2422,2439
140105,JOS� LEONARDO ORT�Z,16413,164974,165355
140106,LA VICTORIA,95035,97223,99183
140107,LAGUNAS,10536,10696,10829
140108,MONSEF�,34301,34856,35323
140109,NUEVA ARICA,2509,2526,2538
140110,OYOT�N,8558,847,8359
140111,PICSI,13517,14127,14726
140112,PIMENTEL,48444,50505,52505
140113,REQUE,1678,17304,17794
140114,SANTA ROSA,13296,13592,13856
140115,SA�A,12368,1245,12497
140116,CAYALTI,15484,15446,15365
140117,P�TAPO,24212,24648,25022
140118,POMALCA,26243,26664,27016
140119,PUCAL�,9023,9035,9022
140120,TUM�N,29384,29619,29773
140200,FERRE�AFE,104839,106175,107241
140201,FERRE�AFE,36691,37249,37715
140202,CA�ARIS,12316,123,12251
140203,INCAHUASI,14897,15025,15112
140204,MANUEL ANTONIO MESONES MURO,4142,4167,4179
140205,P�TIPO,2156,21797,21977
140206,PUEBLO NUEVO,15233,15637,16007
140300,LAMBAYEQUE,324716,333129,340835
140301,LAMBAYEQUE,76651,78343,79845
140302,CHOCHOPE,1505,1539,1571
140303,�LLIMO,9374,9436,9472
140304,JAYANCA,19068,19575,20042
140305,MOCHUMI,19388,19596,1975
140306,M�RROPE,52797,54514,56131
140307,MOTUPE,32001,33008,33952
140308,OLMOS,51892,53834,55691
140309,PACORA,8434,8641,8829
140310,SALAS,13428,13522,13577
140311,SAN JOS�,16631,17206,17754
140312,T�CUME,23547,23915,24221
150000,LIMA,10.180.641,10.416.139,10.628.470
150100,PROVINCIA DE LIMA,9.256.429,9.476.975,9.674.755
150101,LIMA,271324,269769,267379
150102,ANC�N,70294,76357,82677
150103,ATE,63347,6529,670818
150104,BARRANCO,35467,35745,35915
150105,BRE�A,9092,92153,93111
150106,CARABAYLLO,361168,38089,400414
150107,CHACLACAYO,43503,43897,44157
150108,CHORRILLOS,342762,349855,355978
150109,CIENEGUILLA,36509,37815,39055
150110,COMAS,557093,566314,573884
150111,EL AGUSTINO,213968,218277,221974
150112,INDEPENDENCIA,219569,221551,22285
150113,JES�S MAR�A,78791,80377,81743
150114,LA MOLINA,15495,15782,160244
150115,LA VICTORIA,188588,1889,188619
150116,LINCE,58668,59213,59578
150117,LOS OLIVOS,345159,3491,351983
150118,LURIGANCHO,26005,271822,283231
150119,LUR�N,99924,10477,109506
150120,MAGDALENA DEL MAR,62406,63856,65139
150121,MAGDALENA VIEJA,90244,9225,9401
150122,MIRAFLORES,104334,106735,108855
150123,PACHACAMAC,126129,134104,142133
150124,PUCUSANA,15421,16032,16615
150125,PUENTE PIEDRA,362799,37955,395819
150126,PUNTA HERMOSA,17876,19966,2223
150127,PUNTA NEGRA,7652,7955,8243
150128,R�MAC,178962,179892,18026
150129,SAN BARTOLO,8147,8442,8722
150130,SAN BORJA,122913,125183,127102
150131,SAN ISIDRO,65861,66878,67703
150132,SAN JUAN DE LURIGANCHO,1.123.889,1.152.258,1.177.629
150133,SAN JUAN DE MIRAFLORES,402989,408538,412865
150134,SAN LUIS,5541,55688,55793
150135,SAN MART�N DE PORRES,712545,729268,74405
150136,SAN MIGUEL,164836,169282,173309
150137,SANTA ANITA,214625,218514,221776
150138,SANTA MAR�A DEL MAR,1067,1106,1142
150139,SANTA ROSA,31021,34361,3794
150140,SANTIAGO DE SURCO,385178,397082,408086
150141,SURQUILLO,98159,99397,100339
150142,VILLA EL SALVADOR,415391,420278,423887
150143,VILLA MAR�A DEL TRIUNFO,426398,432835,437992
150200,BARRANCA,146745,148962,151095
150201,BARRANCA,69686,70971,72221
150202,PARAMONGA,22056,22007,21938
150203,PATIVILCA,17638,17797,17941
150204,SUPE,24382,2493,2547
150205,SUPE PUERTO,12983,13257,13525
150300,CAJATAMBO,6552,6444,6332
150301,CAJATAMBO,205,2004,1956
150302,COPA,860,854,847
150303,GORGOR,1687,165,1612
150304,HUANCAP�N,975,960,945
150305,MANAS,980,976,972
150400,CANTA,11762,11682,11593
150401,CANTA,2333,2291,2247
150402,ARAHUAY,601,596,591
150403,HUAMANTANGA,688,661,637
150404,HUAROS,778,770,761
150405,LACHAQUI,890,886,880
150406,SAN BUENAVENTURA,576,585,595
150407,SANTA ROSA DE QUIVES,5896,5893,5882
150500,CA�ETE,23941,24495,25042
150501,SAN VICENTE DE CA�ETE,56582,57964,59323
150502,ASIA,9822,10249,10686
150503,CALANGO,2359,2385,2409
150504,CERRO AZUL,8264,8453,8637
150505,CHILCA,21659,22605,23568
150506,COAYLLO,1028,1034,1039
150507,IMPERIAL,37887,38239,38559
150508,LUNAHUANA,4121,4103,4082
150509,MALA,32417,33062,33688
150510,NUEVO IMPERIAL,26279,27242,28216
150511,PACAR�N,1669,1677,1684
150512,QUILMAN�,15654,15944,16225
150513,SAN ANTONIO,4408,4513,4616
150514,SAN LUIS,12852,13012,13163
150515,SANTA CRUZ DE FLORES,3049,3118,3186
150516,Z��IGA,136,135,1339
150600,HUARAL,187446,190954,194375
150601,HUARAL,101299,103183,105011
150602,ATAVILLOS ALTO,692,675,657
150603,ATAVILLOS BAJO,895,865,835
150604,AUCALLAMA,20073,20599,21121
150605,CHANCAY,58385,59594,60774
150606,IHUARI,2089,2052,2015
150607,LAMPIAN,336,324,313
150608,PACARAOS,1091,1137,1184
150609,SAN MIGUEL DE ACOS,647,642,636
150610,SANTA CRUZ DE ANDAMARCA,807,788,769
150611,SUMBILCA,726,698,671
150612,VEINTISIETE DE NOVIEMBRE,406,397,389
150700,HUAROCHIR�,63318,62871,62381
150701,MATUCANA,4095,4057,4014
150702,ANTIOQUIA,1256,1246,1232
150703,CALLAHUANCA,777,718,666
150704,CARAMPOMA,334,322,312
150705,CHICLA,3667,3439,3222
150706,CUENCA,453,460,466
150707,HUACHUPAMPA,582,543,509
150708,HUANZA,836,784,736
150709,HUAROCHIR�,1307,1282,1256
150710,LAHUAYTAMBO,628,610,593
150711,LANGA,879,863,847
150712,LARAOS,639,605,573
150713,MARIATANA,1416,1415,1411
150714,RICARDO PALMA,6504,6573,6631
150715,SAN ANDR�S DE TUPICOCHA,1339,1331,1321
150716,SAN ANTONIO,5736,5845,5948
150717,SAN BARTOLOM�,1171,1125,108
150718,SAN DAMI�N,1185,1159,1132
150719,SAN JUAN DE IRIS,683,659,635
150720,SAN JUAN DE TANTARANCHE,366,357,346
150721,SAN LORENZO DE QUINTI,1202,1165,1128
150722,SAN MATEO,4115,4018,3918
150723,SAN MATEO DE OTAO,1413,1379,1343
150724,SAN PEDRO DE CASTA,937,916,893
150725,SAN PEDRO DE HUANCAYRE,209,204,200
150726,SANGALLAYA,643,640,636
150727,SANTA CRUZ DE COCACHACRA,2589,2617,2642
150728,SANTA EULALIA,12916,13124,13305
150729,SANTIAGO DE ANCHUCAYA,313,299,287
150730,SANTIAGO DE TUNA,415,399,384
150731,SANTO DOMINGO DE LOS OLLERO,3272,3306,3336
150732,SURCO,1441,1411,1379
150800,HUAURA,230957,23588,240717
150801,HUACHO,65794,67213,68599
150802,AMBAR,2151,2107,2062
150803,CALETA DE CARQU�N,7977,8233,8491
150804,CHECRAS,924,888,852
150805,HUALMAY,27913,28163,28388
150806,HUAURA,35129,35707,36259
150807,LEONCIO PRADO,193,1933,1932
150808,PACCHO,1566,1534,1502
150809,SANTA LEONOR,767,766,768
150810,SANTA MAR�A,3692,38124,3933
150811,SAY�N,23793,24094,24378
150812,VEGUETA,26093,27118,28156
150900,OY�N,17478,17313,17137
150901,OY�N,11957,11933,11903
150902,ANDAJES,545,517,491
150903,CAUJUL,568,547,524
150904,COCHAMARCA,108,1054,1027
150905,NAV�N,852,840,825
150906,PACHANGARA,2476,2422,2367
151000,YAUYOS,20544,20108,19665
151001,YAUYOS,1432,1353,1276
151002,ALIS,1481,1479,1477
151003,AYAUCA,1153,1111,107
151004,AYAVIRI,548,533,518
151005,AZ�NGARO,435,423,411
151006,CACRA,524,523,522
151007,CARANIA,167,160,153
151008,CATAHUASI,1073,1074,1072
151009,CHOCOS,809,790,770
151010,COCHAS,224,219,213
151011,COLONIA,1135,1112,1088
151012,HONGOS,334,327,319
151013,HUAMPARA,151,145,137
151014,HUANCAYA,574,547,521
151015,HUANGASCAR,649,650,648
151016,HUANTAN,932,938,943
151017,HUA�EC,444,442,441
151018,LARAOS,570,546,522
151019,LINCHA,457,436,416
151020,MADEAN,572,553,536
151021,MIRAFLORES,238,225,212
151022,OMAS,621,620,617
151023,PUTINZA,505,512,517
151024,QUINCHES,620,591,562
151025,QUINOCAY,439,427,415
151026,SAN JOAQU�N,170,163,156
151027,SAN PEDRO DE PILAS,286,277,268
151028,TANTA,501,502,503
151029,TAURIPAMPA,501,496,490
151030,TOM�S,542,512,484
151031,TUPE,512,501,490
151032,VI�AC,1643,1634,1624
151033,VITIS,302,287,274
160000,LORETO,1.000.350,1.015.212,1.027.559
160100,MAYNAS,537282,544615,550551
160101,IQUITOS,16245,163209,163502
160102,ALTO NANAY,3155,3219,3277
160103,FERNANDO LORES,14935,14627,14284
160104,INDIANA,11768,1176,11717
160105,LAS AMAZONAS,879,868,8546
160106,MAZ�N,13898,14014,14091
160107,NAPO,17106,17379,17605
160108,PUNCHANA,86608,87876,88908
160110,TORRES CAUSANA,5015,5045,5061
160112,BEL�N,70503,70855,71005
160113,SAN JUAN BAUTISTA,143054,147951,152555
160200,ALTO AMAZONAS,141129,145646,149892
160201,YURIMAGUAS,96151,100176,104052
160202,BALSAPUERTO,16426,16738,17006
160205,JEBEROS,457,462,4658
160206,LAGUNAS,13594,13658,13684
160210,SANTA CRUZ,4235,426,4273
160211,TENIENTE C�SAR L�PEZ ROJAS,6153,6194,6219
160300,LORETO,69997,7104,71904
160301,NAUTA,32622,33114,3352
160302,PARINARI,6416,6355,6276
160303,TIGRE,7509,7549,7568
160304,TROMPETEROS,10126,10466,10789
160305,URARINAS,13324,13556,13751
160400,MARISCAL RAM�N CASTILLA,58295,58842,59232
160401,RAM�N CASTILLA,22883,23378,23811
160402,PEBAS,12808,12771,127
160403,YAVARI,1004,10054,10041
160404,SAN PABLO,12564,12639,1268
160500,REQUENA,64419,64527,64459
160501,REQUENA,27624,27856,28008
160502,ALTO TAPICHE,1673,1654,1631
160503,CAPELO,2607,2514,2417
160504,EMILIO SAN MART�N,6851,6865,6859
160505,MAQUIA,8523,8608,8669
160506,PUINAHUA,4709,467,4617
160507,SAQUENA,3426,3344,3256
160508,SOPLIN,680,688,695
160509,TAPICHE,964,959,952
160510,JENARO HERRERA,5084,5095,5092
160511,YAQUERANA,2278,2274,2263
160600,UCAYALI,62145,62395,62477
160601,CONTAMANA,27376,27856,28258
160602,INAHUAYA,1793,1768,1739
160603,PADRE MARQUEZ,3766,3637,3503
160604,PAMPA HERMOSA,6353,6286,62
160605,SARAYACU,15226,15251,15234
160606,VARGAS GUERRA,7631,7597,7543
160700,DATEM DEL MARA��N,57886,58949,5987
160701,BARRANCA,15214,156,1595
160702,CAHUAPANAS,7749,7857,7942
160703,MANSERICHE,9378,9428,9451
160704,MORONA,4811,469,4557
160705,PASTAZA,6164,6176,617
160706,ANDOAS,1457,15198,158
160800,PUTUMAYO,9197,9198,9174
160801,PUTUMAYO,4297,4346,4384
160802,ROSA PANDURO,612,615,615
160803,TENIENTE MANUEL CLAVERO,2797,271,2616
160804,YAGUAS,1491,1527,1559
170000,MADRE DE DIOS,161324,167674,173811
170100,TAMBOPATA,128119,134228,140214
170101,TAMBOPATA,92732,96463,100011
170102,INAMBARI,13742,14442,15132
170103,LAS PIEDRAS,15412,16939,18553
170104,LABERINTO,6233,6384,6518
170200,MANU,21016,21096,21118
170201,MANU,2425,2403,2373
170202,FITZCARRALD,1504,1528,1547
170203,MADRE DE DIOS,7012,679,6553
170204,HUEPETUHE,10075,10375,10645
170300,TAHUAMANU,12189,1235,12479
170301,I�APARI,2833,303,3227
170302,IBERIA,5995,59,5784
170303,TAHUAMANU,3361,342,3468
180000,MOQUEGUA,186371,189781,19274
180100,MARISCAL NIETO,91355,93569,95551
180101,MOQUEGUA,70388,72538,74486
180102,CARUMAS,2453,2322,2197
180103,CUCHUMBAYA,794,756,723
180104,SAMEGUA,9229,9528,9804
180105,SAN CRIST�BAL,1752,1668,1588
180106,TORATA,6739,6757,6753
180200,GENERAL S�NCHEZ CERRO,15828,15175,14503
180201,OMATE,3272,3198,3117
180202,CHOJATA,716,644,576
180203,COALAQUE,1024,996,965
180204,ICHU�A,3199,3111,3014
180205,LA CAPILLA,656,600,547
180206,LLOQUE,584,538,493
180207,MATALAQUE,471,436,402
180208,PUQUINA,2615,2568,2512
180209,QUINISTAQUILLAS,547,513,480
180210,UBINAS,1822,1697,1574
180211,YUNGA,922,874,823
180300,ILO,79188,81037,82686
180301,ILO,70065,7064,70753
180302,EL ALGARROBAL,4414,569,7257
180303,PACOCHA,4709,4707,4676
190000,PASCO,271704,272157,271904
190100,PASCO,128446,126971,125164
190101,CHAUPIMARCA,27258,27139,26924
190102,HUACH�N,4625,4621,4601
190103,HUARIACA,7125,7037,6925
190104,HUAYLLAY,9688,9585,9451
190105,NINACACA,4111,4132,4137
190106,PALLANCHACRA,1763,1655,1551
190107,PAUCARTAMBO,11189,1052,9858
190108,SAN FCO.DE ASIS DE YARUSYAC,4512,4155,3818
190109,SIMON BOL�VAR,1294,12846,12708
190110,TICLACAYAN,3301,3069,2847
190111,TINYAHUARCO,709,7196,7278
190112,VICCO,3617,3714,3802
190113,YANACANCHA,31227,31302,31264
190200,DANIEL ALCIDES CARRI�N,46193,46248,46179
190201,YANAHUANCA,11908,11718,11495
190202,CHACAYAN,2054,1935,182
190203,GOYLLARISQUIZGA,1572,1509,1445
190204,P�UCAR,1845,1815,1779
190205,SAN PEDRO DE PILLAO,1425,1403,1377
190206,SANTA ANA DE TUSI,22929,23495,23986
190207,T�PUC,2395,2288,218
190208,VILCABAMBA,2065,2085,2097
190300,OXAPAMPA,97065,98938,100561
190301,OXAPAMPA,16703,17006,17255
190302,CHONTABAMBA,5803,611,6412
190303,HUANCABAMBA,6921,6986,7028
190304,PALCAZU,8211,8156,8076
190305,POZUZO,499,4789,458
190306,PUERTO BERM�DEZ,20091,20825,21511
190307,VILLA RICA,18711,18692,1861
190308,CONSTITUCI�N,15635,16374,17089
200000,PIURA,1.974.368,2.013.517,2.047.954
200100,PIURA,850972,873854,894847
200101,PIURA,169213,173672,177748
200104,CASTILLA,17206,178066,183759
200105,CATACAOS,78209,79681,8095
200107,CURA MORI,19471,19794,20065
200108,EL TALLAN,5544,5594,5628
200109,LA ARENA,40018,40706,41286
200110,LA UNI�N,42785,43624,44355
200111,LAS LOMAS,28769,29047,29241
200114,TAMBO GRANDE,118814,121568,124028
200115,VEINTIS�IS DE OCTUBRE,176089,182102,187787
200200,AYABACA,128906,1285,127737
200201,AYABACA,33649,33313,32889
200202,FRIAS,21551,2149,2137
200203,JILILI,2708,2695,2675
200204,LAGUNAS,5919,5876,5816
200205,MONTERO,6713,668,6628
200206,PACAIPAMPA,23418,23373,23262
200207,PAIMAS,10227,10319,10382
200208,SAPILLICA,11039,11068,11065
200209,SICCHEZ,1723,1685,1642
200210,SUYO,11959,12001,12008
200300,HUANCABAMBA,118992,118927,118533
200301,HUANCABAMBA,29452,2949,29446
200302,CANCHAQUE,7798,7723,7628
200303,EL CARMEN DE LA FRONTERA,11892,1186,11797
200304,HUARMACA,37658,37627,37489
200305,LALAQUIZ,4302,4247,4181
200306,SAN MIGUEL DE EL FAIQUE,9315,9369,9395
200307,SONDOR,7547,7496,7425
200308,SONDORILLO,11028,11115,11172
200400,MORROP�N,170314,171985,173193
200401,CHULUCANAS,87221,88596,89735
200402,BUENOS AIRES,9935,10086,10211
200403,CHALACO,8008,7888,7746
200404,LA MATANZA,14639,14863,15047
200405,MORROP�N,15736,15915,16052
200406,SALITRAL,8966,9039,9086
200407,SAN JUAN DE BIGOTE,673,673,671
200408,SANTA CATALINA DE MOSSA,3874,3849,3813
200409,SANTO DOMINGO,6284,6164,6029
200410,YAMANGO,8921,8855,8764
200500,PAITA,140578,144581,148289
200501,PAITA,96202,9915,101905
200502,AMOTAPE,248,2507,2526
200503,ARENAL,1218,1235,1249
200504,COL�N,16057,16522,16953
200505,LA HUACA,13534,13868,1417
200506,TAMARINDO,515,5246,533
200507,VICHAYAL,5937,6053,6156
200600,SULLANA,331023,336678,34149
200601,SULLANA,183056,186434,189351
200602,BELLAVISTA,38301,38655,38905
200603,IGNACIO ESCUDERO,20941,21335,21676
200604,LANCONES,1321,13266,13286
200605,MARCAVELICA,31067,31705,32265
200606,MIGUEL CHECA,9675,9952,1021
200607,QUERECOTILLO,27408,27805,2813
200608,SALITRAL,7365,7526,7667
200700,TALARA,149424,152037,154268
200701,PARI�AS,101707,103472,104973
200702,EL ALTO,8617,8803,8969
200703,LA BREA,13031,13129,13192
200704,LOBITOS,1396,1392,1384
200705,LOS �RGANOS,11244,11453,11634
200706,M�NCORA,13429,13788,14116
200800,SECHURA,84159,86955,89597
200801,SECHURA,47345,49156,50892
200802,BELLAVISTA DE LA UNI�N,497,5096,521
200803,BERNAL,7356,7524,7674
200804,CRISTO NOS VALGA,4641,4798,4948
200805,VICE,16763,17264,17732
200806,RINCONADA LLICUAR,3084,3117,3141
210000,PUNO,1.236.836,1.239.022,1.237.997
210100,PUNO,229668,230273,230219
210101,PUNO,141077,142691,143867
210102,ACORA,24212,23858,23439
210103,AMANTANI,355,3494,343
210104,ATUNCOLLA,483,4791,4739
210105,CAPACHICA,7717,7448,7167
210106,CHUCUITO,7463,7433,738
210107,COATA,6975,6947,6898
210108,HUATA,322,3058,2904
210109,MA�AZO,5363,5362,5345
210110,PAUCARCOLLA,4444,4413,4368
210111,PICHACANI,5958,6,6026
210112,PLATER�A,7487,7426,7346
210113,SAN ANTONIO,2676,269,2697
210114,TIQUILLACA,1683,1654,162
210115,VILQUE,3013,3008,2993
210200,AZ�NGARO,115562,114007,112149
210201,AZ�NGARO,31139,31427,31615
210202,ACHAYA,2952,287,2782
210203,ARAPA,735,7252,713
210204,ASILLO,15165,14984,14758
210205,CAMINACA,3103,3046,298
210206,CHUPA,6609,6177,5756
210207,JOS� DOMINGO CHOQUEHUANCA,4844,4814,4767
210208,MU�ANI,6995,6943,6867
210209,POTONI,4009,3824,3637
210210,SAMAN,9925,9588,9231
210211,SAN ANTON,7632,7503,7352
210212,SAN JOS�,5092,5015,4923
210213,SAN JUAN DE SALINAS,3043,2962,2875
210214,SANTIAGO DE PUPUJA,4704,4613,4509
210215,TIRAPATA,3,2989,2967
210300,CARABAYA,77927,78511,78873
210301,MACUSANI,13848,14035,14173
210302,AJOYANI,2397,2441,2477
210303,AYAPATA,9587,9626,9627
210304,COASA,669,631,5932
210305,CORANI,4569,4659,4735
210306,CRUCERO,9887,10008,10095
210307,ITUATA,8174,8385,8569
210308,OLLACHEA,6299,6432,6544
210309,SAN GABAN,7341,7743,8135
210310,USICAYOS,9135,8872,8586
210400,CHUCUITO,93178,90742,88112
210401,JULI,20995,2074,2042
210402,DESAGUADERO,14082,13621,13132
210403,HUACULLANI,9444,9044,8634
210404,KELLUYO,7565,6975,6411
210405,PISACOMA,8676,8404,8114
210406,POMATA,14587,14314,13999
210407,ZEPITA,17829,17644,17402
210500,EL COLLAO,6832,67392,66287
210501,ILAVE,49591,49234,48729
210502,CAPAZO,1197,1152,1107
210503,PILCUYO,11279,11059,10812
210504,SANTA ROSA,3605,3412,322
210505,CONDURIRI,2648,2535,2419
210600,HUANCAN�,60419,59769,58957
210601,HUANCAN�,19341,19222,1905
210602,COJATA,4056,4037,4007
210603,HUATASANI,3279,3213,314
210604,INCHUPALLA,2731,2668,2598
210605,PUSI,5294,5201,5097
210606,ROSASPATA,4253,4151,4039
210607,TARACO,13694,13636,13536
210608,VILQUE CHICO,7771,7641,749
210700,LAMPA,43322,42996,42549
210701,LAMPA,11752,11786,11783
210702,CABANILLA,5911,5943,5955
210703,CALAPUJA,1716,1739,1755
210704,NICASIO,2476,2451,2419
210705,OCUVIRI,2425,2404,2376
210706,PALCA,1892,181,1725
210707,PARATIA,2823,2666,251
210708,PUCARA,555,5505,5442
210709,SANTA LUC�A,7503,7486,7445
210710,VILAVILA,1274,1206,1139
210800,MELGAR,70348,70119,69693
210801,AYAVIRI,25418,25708,25921
210802,ANTAUTA,5635,5711,577
210803,CUPI,2109,2073,2031
210804,LLALLI,2698,2608,2513
210805,MACARI,7377,7334,7268
210806,NU�OA,8765,8581,8374
210807,ORURILLO,7983,779,7579
210808,SANTA ROSA,6445,6408,6353
210809,UMACHIRI,3918,3906,3884
210900,MOHO,20321,19776,1919
210901,MOHO,11723,11334,10927
210902,CONIMA,3304,3289,3263
210903,HUAYRAPATA,2697,2594,2488
210904,TILALI,2597,2559,2512
211000,SAN ANTONIO DE PUTINA,36799,35803,34734
211001,PUTINA,14824,14367,13882
211002,ANANEA,12692,12129,11551
211003,PEDRO VILCA APAZA,2005,1963,1916
211004,QUILCAPUNCU,5495,5528,5541
211005,SINA,1783,1816,1844
211100,SAN ROM�N,325549,335193,34403
211101,JULIACA,240615,24697,252671
211102,CABANA,5314,5412,5495
211103,CABANILLAS,4652,4606,4546
211104,CARACOTO,7247,7374,7479
211105,SAN MIGUEL,67721,70831,73839
211200,SANDIA,56902,56575,56088
211201,SANDIA,11498,1149,11446
211202,CUYOCUYO,5619,5636,5633
211203,LIMBANI,3358,3319,3269
211204,PATAMBUCO,4244,4236,4212
211205,PHARA,5956,6061,6145
211206,QUIACA,2308,2312,2308
211207,SAN JUAN DEL ORO,3869,3543,3235
211208,YANAHUAYA,2176,2155,2127
211209,ALTO INAMBARI,753,7517,748
211210,SAN PEDRO DE PUTINA PUNCU,10344,10306,10233
211300,YUNGUYO,38521,37866,37116
211301,YUNGUYO,25447,25159,24795
211302,ANAPIA,1826,1787,1743
211303,COPANI,5023,4985,493
211304,CUTURAPI,1385,1366,1344
211305,OLLARAYA,2839,271,2579
211306,TINICACHI,957,917,876
211307,UNICACHI,1044,942,849
220000,SAN MART�N,866861,884283,899648
220100,MOYOBAMBA,130133,13205,133631
220101,MOYOBAMBA,81678,83623,85365
220102,CALZADA,4653,4729,4792
220103,HABANA,1681,1681,1677
220104,JEPELACIO,16313,16165,15972
220105,SORITOR,22922,22947,22909
220106,YANTALO,2886,2905,2916
220200,BELLAVISTA,58698,59867,60893
220201,BELLAVISTA,17819,18244,18627
220202,ALTO BIAVO,8877,9243,9595
220203,BAJO BIAVO,14445,14762,15041
220204,HUALLAGA,2741,2741,2735
220205,SAN PABLO,8672,8668,8638
220206,SAN RAFAEL,6144,6209,6257
220300,EL DORADO,41211,42145,42983
220301,SAN JOS� DE SISA,1629,16664,16998
220302,AGUA BLANCA,2383,2375,2359
220303,SAN MART�N,12378,1275,13096
220304,SANTA ROSA,7049,7185,7305
220305,SHATOJA,3111,3171,3225
220400,HUALLAGA,29027,29597,30097
220401,SAPOSOA,14328,14585,14798
220402,ALTO SAPOSOA,4822,5098,5374
220403,EL ESLABON,2105,2051,1992
220404,PISCOYACU,451,4619,4716
220405,SACANCHE,2449,2425,2395
220406,TINGO DE SAPOSOA,813,819,822
220500,LAMAS,86767,87816,88637
220501,LAMAS,15067,15288,15474
220502,ALONSO DE ALVARADO,14535,14532,14486
220503,BARRANQUITA,7038,7245,7435
220504,CAYNARACHI,1047,10787,11081
220505,CU�UMBUQUI,3277,3191,31
220506,PINTO RECODO,9151,9156,9134
220507,RUMISAPA,3599,3725,3842
220508,SAN ROQUE DE CUMBAZA,1679,17,1715
220509,SHANAO,1999,1963,192
220510,TABALOSOS,14248,1444,14593
220511,ZAPATERO,5704,5789,5857
220600,MARISCAL C�CERES,6888,711,73193
220601,JUANJUI,32828,33472,34024
220602,CAMPANILLA,15259,16221,1719
220603,HUICUNGO,8801,9113,9409
220604,PACHIZA,6295,6529,6752
220605,PAJARILLO,5697,5765,5818
220700,PICOTA,42832,43491,44039
220701,PICOTA,10846,11162,1145
220702,BUENOS AIRES,304,3035,3019
220703,CASPISAPA,2138,2165,2186
220704,PILLUANA,882,882,881
220705,PUCACACA,2989,3008,3019
220706,SAN CRIST�BAL,1211,1207,1199
220707,SAN HILARION,3901,3867,3823
220708,SHAMBOYACU,9808,10134,1044
220709,TINGO DE PONASA,3895,3897,3888
220710,TRES UNIDOS,4122,4134,4134
220800,RIOJA,126568,12926,131651
220801,RIOJA,25911,26323,2666
220802,AWAJUN,787,7925,7955
220803,EL�AS SOPL�N VARGAS,18547,19703,20862
220804,NUEVA CAJAMARCA,44888,45934,46862
220805,PARDO MIGUEL,17177,17206,17183
220806,POSIC,1964,2031,2094
220807,SAN FERNANDO,3698,3694,3678
220808,YORONGOS,2654,2617,2573
220809,YURACYACU,3859,3827,3784
220900,SAN MART�N,207197,212857,218074
220901,TARAPOTO,80445,81787,829
220902,ALBERTO LEVEAU,901,910,915
220903,CACATACHI,3639,3714,3778
220904,CHAZUTA,10235,10422,1058
220905,CHIPURANA,2314,2364,2407
220906,EL PORVENIR,2468,2514,2551
220907,HUIMBAYOC,5337,5446,5542
220908,JUAN GUERRA,3987,4072,4147
220909,LA BANDA DE SHILCAYO,4545,47438,49359
220910,MORALES,39372,41348,43287
220911,PAPAPLAYA,2104,2068,2028
220912,SAN ANTONIO,1688,1714,1734
220913,SAUCE,7279,705,681
220914,SHAPAJA,1978,201,2036
221000,TOCACHE,75548,761,7645
221001,TOCACHE,29831,30203,30496
221002,NUEVO PROGRESO,12269,12414,12525
221003,P�LVORA,10986,11056,11095
221004,SHUNTE,1334,1355,1374
221005,UCHIZA,21128,21072,2096
230000,TACNA,354644,363205,370974
230100,TACNA,329914,338421,346192
230101,TACNA,101639,103125,104314
230102,ALTO DE LA ALIANZA,35272,35319,35258
230103,CALANA,3278,3355,3424
230104,CIUDAD NUEVA,33044,32991,32834
230105,INCLAN,2865,2779,2688
230106,PACHIA,2218,2251,2277
230107,PALCA,2065,215,2232
230108,POCOLLAY,19008,1924,19415
230109,SAMA,3435,3564,3686
230110,CRNEL.GREGORIO ALBARRACIN LANCHIPA,120575,127017,133338
230111,LA YARADA LOS PALOS,6515,663,6726
230200,CANDARAVE,6378,6242,6093
230201,CANDARAVE,2473,242,2359
230202,CAIRANI,1022,997,970
230203,CAMILACA,12,1161,112
230204,CURIBAYA,420,449,479
230205,HUANUARA,524,503,480
230206,QUILAHUANI,739,712,685
230300,JORGE BASADRE,12013,12295,12549
230301,LOCUMBA,2567,262,2669
230302,ILABAYA,6225,6452,6663
230303,ITE,3221,3223,3217
230401,TARATA,3593,3593,3585
230402,H�ROES ALBARRAC�N,326,310,295
230403,ESTIQUE,250,234,219
230405,SITAJARA,363,348,334
230406,SUSAPAYA,532,510,488
230407,TARUCACHI,329,322,312
230408,TICACO,613,598,582
240101,TUMBES,109787,111761,113458
240102,CORRALES,24746,25242,25679
240103,LA CRUZ,10167,10434,10679
240104,PAMPAS DE HOSPITAL,7326,746,7578
240105,SAN JACINTO,8816,8936,9035
240106,SAN JUAN DE LA VIRGEN,4713,4826,4927
240201,ZORRITOS,13115,13476,13807
240202,CASITAS,2609,2658,27
240203,CANOAS DE PUNTA SAL,6968,7297,762
240301,ZARUMILLA,24067,24756,2539
240302,AGUAS VERDES,18615,18931,19195
240303,MATAPALO,3677,3991,432
240304,PAPAYAL,6715,6931,7133
250101,CALLERIA,165393,168924,172052
250102,CAMPOVERDE,18426,19029,19598
250103,IPARIA,12052,12217,1235
250104,MASISEA,1188,11937,11961
250105,YARINACOCHA,112352,115625,118666
250106,NUEVA REQUENA,5624,569,5742
250107,MANANTAY,100229,10388,107364
250201,RAYMONDI,37423,38611,39732
250202,SEPAHUA,7963,8123,8264
250203,TAHUANIA,9969,10303,10618
